name,name:nan,name:nan-HJ,name:nan-TL
東萬壽路,Tang-bān-siū-lō͘,東萬壽路,Tang-bān-siū-lōo
松山路,Siông-san-lō͘,松山路,Siông-san-lōo
松仁路,Siông-jîn-lō͘,松仁路,Siông-jîn-lōo
松平路,Siông-pêng-lō͘,松平路,Siông-pîng-lōo
松江路,Sông-kang-lō͘,松江路,Sông-kang-lōo
松河街,Siong-hô-ke,,
松信路,Siông-sìn-lō͘,松信路,Siông-sìn-lōo
松勇路,Siông-ióng-lō͘,松勇路,Siông-ióng-lōo
松高路,Siông-ko-lō͘,松高路,Siông-ko-lōo
松智路,Siông-tì-lō͘,松智路,Siông-tì-lōo
松隆路,Siông-liông-lō͘,松隆路,Siông-liông-lōo
松勤街,Siong-khîn-lō͘,,Siong-khîn-lōo
松壽路,I̍t-siū-lō͘,松壽路,I̍t-siū-lōo
松德路,Siông-tek-lō͘,松德路,Siông-ti̍k-lōo
林森北路,Lîm-sim Pak-lō͘,林森北路,Lîm-sīm Pak-lōo
林森南路,Lîm-sim Lâm-lō͘,林森南路,Lîm-sīm Lâm-lōo
林森南路8巷,Lîm-sim Lâm-lō͘ 8-hāng,林森南路8巷,Lîm-sīm Lâm-lōo 8-hāng
林森南路車行地下道,Lîm-sim Lâm-lō͘ Chhia-hêng Tōe-hā-tō,林森南路車行地下道,Lîm-sīm Lâm-lōo Tshia-hîng Tuē-hā-tō
武昌街一段,Bú-chhiong-koe 1-tōaⁿ,武昌街一段,Bú-tshiong-kue 1-tuānn
武昌街一段16巷,Bú-chhiong-koe 1-tōaⁿ 16-hāng,武昌街一段16巷,Bú-tshiong-kue 1-tuānn 16-hāng
武昌街一段22巷,Bú-chhiong-koe 1-tōaⁿ 22-hāng,武昌街一段22巷,Bú-tshiong-kue 1-tuānn 22-hāng
知行路,Chai-hâng-lō͘,,
芳蘭路,Hong-lân-lō͘,芳蘭路,Hong-lân-lōo
金山南路一段,Kim-soaⁿ Lâm-lō͘ 1-tōaⁿ,金山南路一段,Kim-suann Lâm-lōo 1-tuānn
金山南路二段,Kim-soaⁿ Lâm-lō͘ 2-tōaⁿ,金山南路二段,Kim-suann Lâm-lōo 2-tuānn
金門街,Kim-mn̂g-koe,金門街,Kim-mn̂g-kue
金門街11巷,Kim-mn̂g-koe 11-hāng,金門街11巷,Kim-mn̂g-kue 11-hāng
金門街11巷7弄,Kim-mn̂g-koe 11-hāng 7-lōng,金門街11巷7弄,Kim-mn̂g-kue 11-hāng 7-lōng
金門街12巷,Kim-mn̂g-koe 12-hāng,金門街12巷,Kim-mn̂g-kue 12-hāng
金門街12巷13弄,Kim-mn̂g-koe 12-hāng 13-lōng,金門街12巷13弄,Kim-mn̂g-kue 12-hāng 13-lōng
金門街12巷1弄,Kim-mn̂g-koe 12-hāng 1-lōng,金門街12巷1弄,Kim-mn̂g-kue 12-hāng 1-lōng
金門街12巷23弄,Kim-mn̂g-koe 12-hāng 23-lōng,金門街12巷23弄,Kim-mn̂g-kue 12-hāng 23-lōng
金門街17巷,Kim-mn̂g-koe 17-hāng,金門街17巷,Kim-mn̂g-kue 17-hāng
金門街24巷,Kim-mn̂g-koe 24-hāng,金門街24巷,Kim-mn̂g-kue 24-hāng
金門街27巷,Kim-mn̂g-koe 27-hāng,金門街27巷,Kim-mn̂g-kue 27-hāng
金門街34巷,Kim-mn̂g-koe 34-hāng,金門街34巷,Kim-mn̂g-kue 34-hāng
金門街35巷,Kim-mn̂g-koe 35-hāng,金門街35巷,Kim-mn̂g-kue 35-hāng
金門街44巷,Kim-mn̂g-koe 44-hāng,金門街44巷,Kim-mn̂g-kue 44-hāng
金門街44巷6弄,Kim-mn̂g-koe 44-hāng 6-lōng,金門街44巷6弄,Kim-mn̂g-kue 44-hāng 6-lōng
金門街9巷,Kim-mn̂g-koe 9-hāng,金門街9巷,Kim-mn̂g-kue 9-hāng
金城路一段,Kim-siâⁿ-lō͘ 1-tōaⁿ,金城路一段,Kim-siânn-lōo 1-tuānn
金城路二段,Kim-siâⁿ-lō͘ 2-tōaⁿ,金城路二段,Kim-siânn-lōo 2-tuānn
金城路三段,Kim-siâⁿ-lō͘ 3-tōaⁿ,金城路三段,Kim-siânn-lōo 3-tuānn
金華街,Kim-Hôa-koe,金華街,Kim-huâ-kue
長安西路,Tiông-an Se-lō͘,長安西路,Tiông-an Se-lōo
長安東路一段,Tiông-an Tang-lō͘ 1-tōaⁿ,長安東路一段,Tiông-an Tang-lōo 1-tuānn
長安東路二段,Tiông-an Tang-lō͘ 2-tōaⁿ,長安東路二段,Tiông-an Tang-lōo 2-tuānn
長沙街一段,Tn̂g-soa-koe 1-tōaⁿ,長沙街一段,Tn̂g-sua-kue 1-tuānn
長春路,Tiông-chhun-lō͘,長春路,Tiông-tshun-lōo
長興街,Tiông-heng-koe,長興街,Tiông-hing-kue
長興街85巷,Tiông-heng-koe 85-hāng,長興街85巷,Tiông-hing-kue 85-hāng
雨農橋,Hō͘-lông-kiô,,
青田街,Chheng-tiân-koe,青田街,Tshing-tiân-kue
青年路,Chheng-liân-lō͘,青年路,Tshing-liân-lōo
青島西路,Chheng-tó-se-lō͘,青島西路,Tshing-tó-se-lōo
青島東路,Chheng-tó Tang-lō͘,青島東路,Tshing-tó Tang-lōo
青礐橋,Chhiⁿ-ha̍k-kiô,,
信陽街,Sìn-iông-koe,信陽街,Sìn-iông-kue
信義快速道路,Sìn-gī Khoài-sok Tō-lō͘,信義快速道路,Sìn-gī Khuài-sok Tō-lōo
信義路一段,Sìn-gī-lō-1-tōaⁿ,,Sìn-gī-lōo-1-tuānn
信義路二段,Sìn-gī-lō-2-tōaⁿ,,Sìn-gī-lōo-2-tuānn
信義路三段,Sìn-gī-lō-3-tōaⁿ,,Sìn-gī-lōo-3-tuānn
信義路五段,Sìn-gī-lō-5-tōaⁿ,,Sìn-gī-lōo-5-tuānn
信義路六段,Sìn-gī-lō-6-tōaⁿ,,Sìn-gī-lōo-6-tuānn
信義路四段,Sìn-gī-lō-4-tōaⁿ,,Sìn-gī-lōo-4-tuānn
南京西路,Lâm-kiaⁿ-sai-lō͘,南京西路,Lâm-kiann-sai-lōo
南京東路一段,Lâm-kiaⁿ-tang-lō͘-1-tōaⁿ,,Lâm-kiann-tang-lōo-1-tuānn
南京東路二段,Lâm-kiaⁿ-tang-lō͘-2-tōaⁿ,,Lâm-kiann-tang-lōo-2-tuānn
南京東路三段,Lâm-kiaⁿ-tang-lō͘-3-tōaⁿ,,Lâm-kiann-tang-lōo-3-tuānn
南京東路五段,Lâm-kiaⁿ-tang-lō͘-5-tōaⁿ,,Lâm-kiann-tang-lōo-5-tuānn
南京東路六段,Lâm-kiaⁿ-tang-lō͘-6-tōaⁿ,,Lâm-kiann-tang-lōo-6-tuānn
南京東路四段,Lâm-kiaⁿ-tang-lō͘-4-tōaⁿ,,Lâm-kiann-tang-lōo-4-tuānn
南昌街一段111巷,Lâm-chhiong-lō͘ 1-tōaⁿ 111-hāng,南昌路一段111巷,Lâm-tshiong-lōo 1-tuānn 111-hāng
南昌街一段51巷3弄,Lâm-chhiong-lō͘ 1-tōaⁿ 51-hāng 3-lōng,南昌路一段51巷3弄,Lâm-tshiong-lōo 1-tuānn 51-hāng 3-lōng
南昌街二段9巷,Roosevelt-lō͘-2-tōaⁿ 8-hāng,羅斯福路二段8巷,Roosevelt-lōo-2-tuānn 8-hāng
南昌路一段,Lâm-chhiong-lō͘ 1-tōaⁿ,南昌路一段,Lâm-tshiong-lōo 1-tuānn
南昌路一段108巷,Lâm-chhiong-lō͘ 1-tōaⁿ 108-hāng,南昌路一段108巷,Lâm-tshiong-lōo 1-tuānn 108-hāng
南昌路一段10巷,Lâm-chhiong-lō͘ 1-tōaⁿ 10-hāng,南昌路一段104巷,Lâm-tshiong-lōo 1-tuānn 10-hāng
南昌路一段122巷,Lâm-chhiong-lō͘ 1-tōaⁿ 122-hāng,南昌路一段122巷,Lâm-tshiong-lōo 1-tuānn 122-hāng
南昌路一段125巷,Lâm-chhiong-lō͘ 1-tōaⁿ 125-hāng,南昌路一段125巷,Lâm-tshiong-lōo 1-tuānn 125-hāng
南昌路一段126巷,Lâm-chhiong-lō͘ 1-tōaⁿ 126-hāng,南昌路一段126巷,Lâm-tshiong-lōo 1-tuānn 126-hāng
南昌路一段147巷,Lâm-chhiong-lō͘ 1-tōaⁿ 147-hāng,南昌路一段147巷,Lâm-tshiong-lōo 1-tuānn 147-hāng
南昌路一段147巷2弄,Lâm-chhiong-lō͘ 1-tōaⁿ 147-hāng 2-lōng,南昌路一段147巷2弄,Lâm-tshiong-lōo 1-tuānn 147-hāng 2-lōng
南昌路一段24巷,Lâm-chhiong-lō͘ 1-tōaⁿ 24-hāng,南昌路一段24巷,Lâm-tshiong-lōo 1-tuānn 24-hāng
南昌路一段31巷,Lâm-chhiong-lō͘ 1-tōaⁿ 31-hāng,南昌路一段31巷,Lâm-tshiong-lōo 1-tuānn 31-hāng
南昌路一段51巷,Lâm-chhiong-lō͘ 1-tōaⁿ 51-hāng,南昌路一段51巷,Lâm-tshiong-lōo 1-tuānn 51-hāng
南昌路一段54巷,Lâm-chhiong-lō͘ 1-tōaⁿ 54-hāng,南昌路一段54巷,Lâm-tshiong-lōo 1-tuānn 54-hāng
南昌路一段54巷4弄,Lâm-chhiong-lō͘ 1-tōaⁿ 54-hāng 4-lōng,南昌路一段54巷4弄,Lâm-tshiong-lōo 1-tuānn 54-hāng 4-lōng
南昌路一段59巷,Lâm-chhiong-lō͘ 1-tōaⁿ 59-hāng,南昌路一段59巷,Lâm-tshiong-lōo 1-tuānn 59-hāng
南昌路一段74巷,Lâm-chhiong-lō͘ 1-tōaⁿ 74-hāng,南昌路一段74巷,Lâm-tshiong-lōo 1-tuānn 74-hāng
南昌路一段9巷,Lâm-chhiong-lō͘ 1-tōaⁿ 9-hāng,南昌路一段9巷,Lâm-tshiong-lōo 1-tuānn 9-hāng
南昌路二段,Lâm-chhiong-lō͘ 2-tōaⁿ,南昌路二段,Lâm-tshiong-lōo 2-tuānn
南昌路二段18巷,Lâm-chhiong-lō͘ 2-tōaⁿ 18-hāng,南昌路二段18巷,Lâm-tshiong-lōo 2-tuānn 18-hāng
南昌路二段1巷,Lâm-chhiong-lō͘ 2-tōaⁿ 1-hāng,南昌路二段1巷,Lâm-tshiong-lōo 2-tuānn 1-hāng
南昌路二段202巷,Lâm-chhiong-lō͘ 2-tōaⁿ 202-hāng,南昌路二段202巷,Lâm-tshiong-lōo 2-tuānn 202-hāng
南昌路二段236巷,Lâm-chhiong-lō͘ 2-tōaⁿ 236-hāng,南昌路二段236巷,Lâm-tshiong-lōo 2-tuānn 236-hāng
南昌路二段2巷,Lâm-chhiong-lō͘ 2-tōaⁿ 2-hāng,南昌路二段2巷,Lâm-tshiong-lōo 2-tuānn 2-hāng
南昌路二段42巷,Lâm-chhiong-lō͘ 2-tōaⁿ 42-hāng,南昌路二段42巷,Lâm-tshiong-lōo 2-tuānn 42-hāng
南昌路二段4巷,Lâm-chhiong-lō͘ 2-tōaⁿ 4-hāng,南昌路二段4巷,Lâm-tshiong-lōo 2-tuānn 4-hāng
南昌路二段71巷,Lâm-chhiong-lō͘ 2-tōaⁿ 71-hāng,南昌路二段71巷,Lâm-tshiong-lōo 2-tuānn 71-hāng
南昌路二段71巷10弄,Lâm-chhiong-lō͘ 2-tōaⁿ 71-hāng 10-lōng,南昌路二段71巷10弄,Lâm-tshiong-lōo 2-tuānn 71-hāng 10-lōng
南門圓環,Lâm-mn̂g-înn-khuân,,
南海路,Lâm-hái-lō͘,南海路,Lâm-hái-lōo
南海路2巷,Lâm-hái-lō͘ 2-hāng,南海路2巷,Lâm-hái-lōo 2-hāng
南海路2巷12弄,Lâm-hái-lō͘ 2-hāng 12-lōng,南海路2巷12弄,Lâm-hái-lōo 2-hāng 12-lōng
南海路2巷18弄,Lâm-hái-lō͘ 2-hāng 18-lōng,南海路2巷18弄,Lâm-hái-lōo 2-hāng 18-lōng
南深路,Lâm-chhim-lō͘,,Lâm-tshim-lōo
南港路一段,Lâm-káng-lō͘ 1-tōaⁿ,南港路一段,Lâm-káng-lōo 1-tuānn
南港路二段,Lâm-káng-lō͘ 2-tōaⁿ,南港路二段,Lâm-káng-lōo 2-tuānn
南港路三段,Lâm-káng-lō͘ 3-tōaⁿ,南港路三段,Lâm-káng-lōo 3-tuānn
南港隧道,Lâm-káng Pōng-khang,南港磅空,Lâm-káng Pōng-khang
南湖大橋,Lâm-ô͘ Tōa-kiô,南湖大橋,Lâm-ôo Tuā-kiô
南陽街,Lâm-iông-koe,南陽街,Lâm-iông-kue
南陽街17巷,Lâm-iông-koe 17-hāng,南陽街17巷,Lâm-iông-kue 17-hāng
南陽街23巷,Lâm-iông-koe 23-hāng,南陽街23巷,Lâm-iông-kue 23-hāng
南陽街38巷,Lâm-iông-koe 38-hāng,南陽街38巷,Lâm-iông-kue 38-hāng
南寧路,Lâm-lêng-lō͘,南寧路,Lâm-lîng-lōo
建民橋,Kiàn-bîn-kiô,,
建國北路一段,Kiàn-kok-pak-lō͘-1-tōaⁿ,,Kiàn-kok-pak-lōo-1-tuānn
建國北路二段,Kiàn-kok-pak-lō͘-2-tōaⁿ,,Kiàn-kok-pak-lōo-2-tuānn
建國北路三段,Kiàn-kok-pak-lō͘-3-tōaⁿ,,Kiàn-kok-pak-lōo-3-tuānn
建國快速道路,Kiàn-kok Khoài-sok Tō-lō͘,建國快速道路,Kiàn-kok Khuài-sok Tō-lōo
建國南路一段,Kiàn-kok-lâm-lō͘-1-tōaⁿ,,Kiàn-kok-lâm-lōo-1-tuānn
建國南路二段,Kiàn-kok-lâm-lō͘-2-tōaⁿ,,Kiàn-kok-lâm-lōo-2-tuānn
建國南路二段11巷,Kiàn-kok-lâm-lō͘-2-tōaⁿ-11-hāng,,Kiàn-kok-lâm-lōo-2-tuānn-11-hāng
建國南路二段123巷,Kiàn-kok-lâm-lō͘-2-tōaⁿ-123-hāng,,Kiàn-kok-lâm-lōo-2-tuānn-123-hāng
建國南路二段151巷,Kiàn-kok-lâm-lō͘-2-tōaⁿ-151-hāng,,Kiàn-kok-lâm-lōo-2-tuānn-151-hāng
建國南路二段25巷,Kiàn-kok-lâm-lō͘-2-tōaⁿ-25-hāng,,Kiàn-kok-lâm-lōo-2-tuānn-25-hāng
建國南路二段39巷,Kiàn-kok-lâm-lō͘-2-tōaⁿ-39-hāng,,Kiàn-kok-lâm-lōo-2-tuānn-39-hāng
建國南路二段69巷,Kiàn-kok-lâm-lō͘-2-tōaⁿ-69-hāng,,Kiàn-kok-lâm-lōo-2-tuānn-69-hāng
建國南路二段79巷,Kiàn-kok-lâm-lō͘-2-tōaⁿ-79-hāng,,Kiàn-kok-lâm-lōo-2-tuānn-79-hāng
建國路,Kiàn-kok-lō͘,建國路,Kiàn-kok-lōo
思源街,Su-goân-koe,思源街,Su-guân-kue
恆光街,Hîng-kng-ke,,
恆光橋,Hêng-kong-kiô,恆光橋,Hîng-kong-kiô
指南路一段,Chí-lâm-lō͘-1-tōaⁿ,,Tsí-lâm-lōo-1-tuānn
指南路二段,Chí-lâm-lō͘-2-tōaⁿ,,Tsí-lâm-lōo-2-tuānn
指南路三段,Chí-lâm-lō͘-3-tōaⁿ,,Tsí-lâm-lōo-3-tuānn
指南路三段34巷,Chí-lâm-lō͘-3-tōaⁿ-34-hāng,,Tsí-lâm-lōo-3-tuānn-34-hāng
指南路三段38巷,Tsí-lâm-lōo-3-tuānn-38-hāng,,
指南路三段40巷,Chí-lâm-lō͘-3-tōaⁿ-40-hāng,,Tsí-lâm-lōo-3-tuānn-40-hāng
挖仔橋,Uat-á-kiô,,
映竹橋,Iàⁿ-tek-kiô,,
柳州街,Liú-chiu-koe,柳州街,Liú-tsiu-kue
泉州街,Choân-chiu-koe,泉州街,Tsuân-tsiu-kue
泉州街151巷,Choân-chiu-koe 151-hāng,泉州街151巷,Tsuân-tsiu-kue 151-hāng
泉州街18巷,Choân-chiu-koe 18-hāng,泉州街18巷,Tsuân-tsiu-kue 18-hāng
泉州街20巷,Choân-chiu-koe 20-hāng,泉州街20巷,Tsuân-tsiu-kue 20-hāng
泉州街20巷25弄,Choân-chiu-koe 20-hāng 25-lōng,泉州街20巷25弄,Tsuân-tsiu-kue 20-hāng 25-lōng
泉州街32巷,Choân-chiu-koe 32-hāng,泉州街32巷,Tsuân-tsiu-kue 32-hāng
泉州街34巷,Choân-chiu-koe 34-hāng,泉州街34巷,Tsuân-tsiu-kue 34-hāng
泉州街34巷5弄,Choân-chiu-koe 34-hāng 5-lōng,泉州街34巷5弄,Tsuân-tsiu-kue 34-hāng 5-lōng
