name,name:nan-HJ,name:nan-TL,name:nan-POJ,name:nan-HJ || name,name:nan-TL | name:nan-POJ,name:nan-HJ || name（name:nan-TL | name:nan-POJ）,Include numbers or ()
石門坑,石門坑,Tsio̍h-mn̂g-khinn,Chio̍h-mn̂g-khiⁿ,石門坑,Tsio̍h-mn̂g-khinn | Chio̍h-mn̂g-khiⁿ,石門坑（Tsio̍h-mn̂g-khinn | Chio̍h-mn̂g-khiⁿ）,FALSE
石門埔,石門埔,Tsio̍h-mn̂g-poo,Chio̍h-mn̂g-po͘,石門埔,Tsio̍h-mn̂g-poo | Chio̍h-mn̂g-po͘,石門埔（Tsio̍h-mn̂g-poo | Chio̍h-mn̂g-po͘）,FALSE
石門區,,,Chio̍h-mn̂g-khu,石門區,Chio̍h-mn̂g-khu,石門區（Chio̍h-mn̂g-khu）,FALSE
石崁腳,石崁跤,Tsio̍h-khàm-kha,Chio̍h-khàm-kha,石崁跤,Tsio̍h-khàm-kha | Chio̍h-khàm-kha,石崁跤（Tsio̍h-khàm-kha | Chio̍h-khàm-kha）,FALSE
石梘仔,石梘仔,Tsio̍h-kián-á,Chio̍h-kián-á,石梘仔,Tsio̍h-kián-á | Chio̍h-kián-á,石梘仔（Tsio̍h-kián-á | Chio̍h-kián-á）,FALSE
石牌,,,Tsio̍h-pâi,石牌,Tsio̍h-pâi,石牌（Tsio̍h-pâi）,FALSE
,石牌仔,Tsio̍h-pâi-á,,石牌仔,Tsio̍h-pâi-á,石牌仔（Tsio̍h-pâi-á）,FALSE
石牌橋,,,Chio̍h-pâi-kiô,石牌橋,Chio̍h-pâi-kiô,石牌橋（Chio̍h-pâi-kiô）,FALSE
石園,,,Tsio̍h-hn̂g,石園,Tsio̍h-hn̂g,石園（Tsio̍h-hn̂g）,FALSE
石獅,石獅,Tsio̍h-sai,Chio̍h-sai,石獅,Tsio̍h-sai | Chio̍h-sai,石獅（Tsio̍h-sai | Chio̍h-sai）,FALSE
石獅腳,石獅跤,Tsio̍h-sai-kha,Chio̍h-sai-kha,石獅跤,Tsio̍h-sai-kha | Chio̍h-sai-kha,石獅跤（Tsio̍h-sai-kha | Chio̍h-sai-kha）,FALSE
石碇區,,,Chio̍h-tēng-khu,石碇區,Chio̍h-tēng-khu,石碇區（Chio̍h-tēng-khu）,FALSE
石碇隧道,石碇磅空,Tsio̍h-tiânn Pōng-khang,Chio̍h-tiàⁿ Pōng-khang,石碇磅空,Tsio̍h-tiânn Pōng-khang | Chio̍h-tiàⁿ Pōng-khang,石碇磅空（Tsio̍h-tiânn Pōng-khang | Chio̍h-tiàⁿ Pōng-khang）,FALSE
石碣頭,石碣頭,Tsio̍h-kia̍t-thâu,Chio̍h-kia̍t-thâu,石碣頭,Tsio̍h-kia̍t-thâu | Chio̍h-kia̍t-thâu,石碣頭（Tsio̍h-kia̍t-thâu | Chio̍h-kia̍t-thâu）,FALSE
石壁坑,石壁坑,Tsio̍h-piah-khinn,Chio̍h-piah-khiⁿ,石壁坑,Tsio̍h-piah-khinn | Chio̍h-piah-khiⁿ,石壁坑（Tsio̍h-piah-khinn | Chio̍h-piah-khiⁿ）,FALSE
石頭厝,石頭厝,Tsio̍h-thâu-tshù,Chio̍h-thâu-chhù,石頭厝,Tsio̍h-thâu-tshù | Chio̍h-thâu-chhù,石頭厝（Tsio̍h-thâu-tshù | Chio̍h-thâu-chhù）,FALSE
石龜,石龜溪,Tsio̍h-ku-khe,Chio̍h-ku-khe,石龜溪,Tsio̍h-ku-khe | Chio̍h-ku-khe,石龜溪（Tsio̍h-ku-khe | Chio̍h-ku-khe）,FALSE
立人國小,,,Li̍p-jîn-kok-sió,立人國小,Li̍p-jîn-kok-sió,立人國小（Li̍p-jîn-kok-sió）,FALSE
立法院,立法院,Li̍p-huat-īnn,Li̍p-hoat-īⁿ,立法院,Li̍p-huat-īnn | Li̍p-hoat-īⁿ,立法院（Li̍p-huat-īnn | Li̍p-hoat-īⁿ）,FALSE
交力坪,交力坪,Ka-la̍t-pênn,Ka-la̍t-pêⁿ,交力坪,Ka-la̍t-pênn | Ka-la̍t-pêⁿ,交力坪（Ka-la̍t-pênn | Ka-la̍t-pêⁿ）,FALSE
仰德大道一段,仰德大道一段,Gióng-tik Tāi-tō 1-tuānn,Gióng-tek Tāi-tō 1-tōaⁿ,仰德大道一段,Gióng-tik Tāi-tō 1-tuānn | Gióng-tek Tāi-tō 1-tōaⁿ,仰德大道一段（Gióng-tik Tāi-tō 1-tuānn | Gióng-tek Tāi-tō 1-tōaⁿ）,TRUE
仰德大道二段,仰德大道二段,Gióng-tik Tāi-tō 2-tuānn,Gióng-tek Tāi-tō 2-tōaⁿ,仰德大道二段,Gióng-tik Tāi-tō 2-tuānn | Gióng-tek Tāi-tō 2-tōaⁿ,仰德大道二段（Gióng-tik Tāi-tō 2-tuānn | Gióng-tek Tāi-tō 2-tōaⁿ）,TRUE
仰德大道三段,仰德大道三段,Gióng-tik Tāi-tō 3-tuānn,Gióng-tek Tāi-tō 3-tōaⁿ,仰德大道三段,Gióng-tik Tāi-tō 3-tuānn | Gióng-tek Tāi-tō 3-tōaⁿ,仰德大道三段（Gióng-tik Tāi-tō 3-tuānn | Gióng-tek Tāi-tō 3-tōaⁿ）,TRUE
仰德大道三段,仰德大道三段,Gióng-tik Tāi-tō 3-tuānn,Gióng-tek Tāi-tō 3-tōaⁿ,仰德大道三段,Gióng-tik Tāi-tō 3-tuānn | Gióng-tek Tāi-tō 3-tōaⁿ,仰德大道三段（Gióng-tik Tāi-tō 3-tuānn | Gióng-tek Tāi-tō 3-tōaⁿ）,TRUE
仰德大道三段,仰德大道三段,Gióng-tik Tāi-tō 3-tuānn,Gióng-tek Tāi-tō 3-tōaⁿ,仰德大道三段,Gióng-tik Tāi-tō 3-tuānn | Gióng-tek Tāi-tō 3-tōaⁿ,仰德大道三段（Gióng-tik Tāi-tō 3-tuānn | Gióng-tek Tāi-tō 3-tōaⁿ）,TRUE
仰德大道四段,仰德大道四段,Gióng-tik Tāi-tō 4-tuānn,Gióng-tek Tāi-tō 4-tōaⁿ,仰德大道四段,Gióng-tik Tāi-tō 4-tuānn | Gióng-tek Tāi-tō 4-tōaⁿ,仰德大道四段（Gióng-tik Tāi-tō 4-tuānn | Gióng-tek Tāi-tō 4-tōaⁿ）,TRUE
光明路,,Kng-bîng-lōo,Kng-bêng-lō͘,光明路,Kng-bîng-lōo | Kng-bêng-lō͘,光明路（Kng-bîng-lōo | Kng-bêng-lō͘）,FALSE
光明橋,,,Kong-bêng-kiô,光明橋,Kong-bêng-kiô,光明橋（Kong-bêng-kiô）,FALSE
光復,光復,Kong-ho̍k,Kong-ho̍k,光復,Kong-ho̍k,光復（Kong-ho̍k）,FALSE
光復北路,光復北路,Kong-ho̍k Pak-lōo,Kong-ho̍k Pak-lō͘,光復北路,Kong-ho̍k Pak-lōo | Kong-ho̍k Pak-lō͘,光復北路（Kong-ho̍k Pak-lōo | Kong-ho̍k Pak-lō͘）,FALSE
光復南路,光復南路,Kong-ho̍k Lâm-lōo,Kong-ho̍k Lâm-lō͘,光復南路,Kong-ho̍k Lâm-lōo | Kong-ho̍k Lâm-lō͘,光復南路（Kong-ho̍k Lâm-lōo | Kong-ho̍k Lâm-lō͘）,FALSE
光復國小,,,Kong-ho̍k-kok-sió,光復國小,Kong-ho̍k-kok-sió,光復國小（Kong-ho̍k-kok-sió）,FALSE
光復鄉,,,Kong-ho̍k-hiong,光復鄉,Kong-ho̍k-hiong,光復鄉（Kong-ho̍k-hiong）,FALSE
光復溪,光復溪,Kong-ho̍k-khe,Kong-ho̍k-khe,光復溪,Kong-ho̍k-khe,光復溪（Kong-ho̍k-khe）,FALSE
光復橋,,Kong-ho̍k-kiô,Kong-ho̍k-kiô,光復橋,Kong-ho̍k-kiô,光復橋（Kong-ho̍k-kiô）,FALSE
光華高中,,,Kong-huâ-ko-tiong,光華高中,Kong-huâ-ko-tiong,光華高中（Kong-huâ-ko-tiong）,FALSE
光華商場,光華商場,Kong-huâ Siong-tiûnn,Kong-hôa Siong-tiûⁿ,光華商場,Kong-huâ Siong-tiûnn | Kong-hôa Siong-tiûⁿ,光華商場（Kong-huâ Siong-tiûnn | Kong-hôa Siong-tiûⁿ）,FALSE
光華國小,光華國小,Kong-huâ Kok-sió,Kong-hôa Kok-sió,光華國小,Kong-huâ Kok-sió | Kong-hôa Kok-sió,光華國小（Kong-huâ Kok-sió | Kong-hôa Kok-sió）,FALSE
光華新村,光華新村,Kong-huâ Sin-tshun,Kong-hôa Sin-chhun,光華新村,Kong-huâ Sin-tshun | Kong-hôa Sin-chhun,光華新村（Kong-huâ Sin-tshun | Kong-hôa Sin-chhun）,FALSE
,光榮碼頭,Kong-îng Bé-thâu,,光榮碼頭,Kong-îng Bé-thâu,光榮碼頭（Kong-îng Bé-thâu）,FALSE
合成里,合成里,Ha̍p-sîng-lí,Ha̍p-sêng-lí,合成里,Ha̍p-sîng-lí | Ha̍p-sêng-lí,合成里（Ha̍p-sîng-lí | Ha̍p-sêng-lí）,FALSE
合作金庫,合作金庫,Ha̍p-tsok Kim-khòo,Ha̍p-chok Kim-khò͘,合作金庫,Ha̍p-tsok Kim-khòo | Ha̍p-chok Kim-khò͘,合作金庫（Ha̍p-tsok Kim-khòo | Ha̍p-chok Kim-khò͘）,FALSE
吉安,吉安,Kiat-an,Kiat-an,吉安,Kiat-an,吉安（Kiat-an）,FALSE
吉安鄉,,,Kiat-an-hiong,吉安鄉,Kiat-an-hiong,吉安鄉（Kiat-an-hiong）,FALSE
吉林,吉林,Kiat-nâ,Kiat-nâ,吉林,Kiat-nâ,吉林（Kiat-nâ）,FALSE
吉林路,吉林路,Kiat-lîm-lōo,Kiat-lîm-lō͘,吉林路,Kiat-lîm-lōo | Kiat-lîm-lō͘,吉林路（Kiat-lîm-lōo | Kiat-lîm-lō͘）,FALSE
吉林橋,,,Kiat-lîm-kiô,吉林橋,Kiat-lîm-kiô,吉林橋（Kiat-lîm-kiô）,FALSE
吉祥寺,吉祥寺,Kiat-siông-sī,Kiat-siông-sī,吉祥寺,Kiat-siông-sī,吉祥寺（Kiat-siông-sī）,FALSE
吊硞坑,吊硞坑,Tiàu-kho̍k-khenn,Tiàu-kho̍k-kheⁿ,吊硞坑,Tiàu-kho̍k-khenn | Tiàu-kho̍k-kheⁿ,吊硞坑（Tiàu-kho̍k-khenn | Tiàu-kho̍k-kheⁿ）,FALSE
同安厝,,,Tông-an-tshù,同安厝,Tông-an-tshù,同安厝（Tông-an-tshù）,FALSE
同安街,同安街,Tâng-uann-kue,Tâng-oaⁿ-koe,同安街,Tâng-uann-kue | Tâng-oaⁿ-koe,同安街（Tâng-uann-kue | Tâng-oaⁿ-koe）,FALSE
同安街101巷,同安街101巷,Tâng-uann-kue 101-hāng,Tâng-oaⁿ-koe 101-hāng,同安街101巷,Tâng-uann-kue 101-hāng | Tâng-oaⁿ-koe 101-hāng,同安街101巷（Tâng-uann-kue 101-hāng | Tâng-oaⁿ-koe 101-hāng）,TRUE
同安街28巷,同安街28巷,Tâng-uann-kue 28-hāng,Tâng-oaⁿ-koe 28-hāng,同安街28巷,Tâng-uann-kue 28-hāng | Tâng-oaⁿ-koe 28-hāng,同安街28巷（Tâng-uann-kue 28-hāng | Tâng-oaⁿ-koe 28-hāng）,TRUE
同安街28巷7弄,同安街28巷7弄,Tâng-uann-kue 28-hāng 7-lōng,Tâng-oaⁿ-koe 28-hāng 7-lōng,同安街28巷7弄,Tâng-uann-kue 28-hāng 7-lōng | Tâng-oaⁿ-koe 28-hāng 7-lōng,同安街28巷7弄（Tâng-uann-kue 28-hāng 7-lōng | Tâng-oaⁿ-koe 28-hāng 7-lōng）,TRUE
同安街30巷,同安街30巷,Tâng-uann-kue 30-hāng,Tâng-oaⁿ-koe 30-hāng,同安街30巷,Tâng-uann-kue 30-hāng | Tâng-oaⁿ-koe 30-hāng,同安街30巷（Tâng-uann-kue 30-hāng | Tâng-oaⁿ-koe 30-hāng）,TRUE
同安街43巷,同安街43巷,Tâng-uann-kue 43-hāng,Tâng-oaⁿ-koe 43-hāng,同安街43巷,Tâng-uann-kue 43-hāng | Tâng-oaⁿ-koe 43-hāng,同安街43巷（Tâng-uann-kue 43-hāng | Tâng-oaⁿ-koe 43-hāng）,TRUE
同安街43巷6弄,同安街43巷6弄,Tâng-uann-kue 43-hāng 6-lōng,Tâng-oaⁿ-koe 43-hāng 6-lōng,同安街43巷6弄,Tâng-uann-kue 43-hāng 6-lōng | Tâng-oaⁿ-koe 43-hāng 6-lōng,同安街43巷6弄（Tâng-uann-kue 43-hāng 6-lōng | Tâng-oaⁿ-koe 43-hāng 6-lōng）,TRUE
同安街48巷,同安街48巷,Tâng-uann-kue 48-hāng,Tâng-oaⁿ-koe 48-hāng,同安街48巷,Tâng-uann-kue 48-hāng | Tâng-oaⁿ-koe 48-hāng,同安街48巷（Tâng-uann-kue 48-hāng | Tâng-oaⁿ-koe 48-hāng）,TRUE
同安街55巷,同安街55巷,Tâng-uann-kue 55-hāng,Tâng-oaⁿ-koe 55-hāng,同安街55巷,Tâng-uann-kue 55-hāng | Tâng-oaⁿ-koe 55-hāng,同安街55巷（Tâng-uann-kue 55-hāng | Tâng-oaⁿ-koe 55-hāng）,TRUE
同安街69巷,同安街69巷,Tâng-uann-kue 69-hāng,Tâng-oaⁿ-koe 69-hāng,同安街69巷,Tâng-uann-kue 69-hāng | Tâng-oaⁿ-koe 69-hāng,同安街69巷（Tâng-uann-kue 69-hāng | Tâng-oaⁿ-koe 69-hāng）,TRUE
同安街72巷,同安街72巷,Tâng-uann-kue 72-hāng,Tâng-oaⁿ-koe 72-hāng,同安街72巷,Tâng-uann-kue 72-hāng | Tâng-oaⁿ-koe 72-hāng,同安街72巷（Tâng-uann-kue 72-hāng | Tâng-oaⁿ-koe 72-hāng）,TRUE
同安街73巷,同安街73巷,Tâng-uann-kue 73-hāng,Tâng-oaⁿ-koe 73-hāng,同安街73巷,Tâng-uann-kue 73-hāng | Tâng-oaⁿ-koe 73-hāng,同安街73巷（Tâng-uann-kue 73-hāng | Tâng-oaⁿ-koe 73-hāng）,TRUE
同安街80巷,同安街80巷,Tâng-uann-kue 80-hāng,Tâng-oaⁿ-koe 80-hāng,同安街80巷,Tâng-uann-kue 80-hāng | Tâng-oaⁿ-koe 80-hāng,同安街80巷（Tâng-uann-kue 80-hāng | Tâng-oaⁿ-koe 80-hāng）,TRUE
同安街82巷,同安街82巷,Tâng-uann-kue 82-hāng,Tâng-oaⁿ-koe 82-hāng,同安街82巷,Tâng-uann-kue 82-hāng | Tâng-oaⁿ-koe 82-hāng,同安街82巷（Tâng-uann-kue 82-hāng | Tâng-oaⁿ-koe 82-hāng）,TRUE
同安街86巷,同安街86巷,Tâng-uann-kue 86-hāng,Tâng-oaⁿ-koe 86-hāng,同安街86巷,Tâng-uann-kue 86-hāng | Tâng-oaⁿ-koe 86-hāng,同安街86巷（Tâng-uann-kue 86-hāng | Tâng-oaⁿ-koe 86-hāng）,TRUE
同安街86巷,同安街86巷,Tâng-uann-kue 86-hāng,Tâng-oaⁿ-koe 86-hāng,同安街86巷,Tâng-uann-kue 86-hāng | Tâng-oaⁿ-koe 86-hāng,同安街86巷（Tâng-uann-kue 86-hāng | Tâng-oaⁿ-koe 86-hāng）,TRUE
同安街8巷,同安街8巷,Tâng-uann-kue 8-hāng,Tâng-oaⁿ-koe 8-hāng,同安街8巷,Tâng-uann-kue 8-hāng | Tâng-oaⁿ-koe 8-hāng,同安街8巷（Tâng-uann-kue 8-hāng | Tâng-oaⁿ-koe 8-hāng）,TRUE
同安街8巷2弄,同安街8巷2弄,Tâng-uann-kue 8-hāng 2-lōng,Tâng-oaⁿ-koe 8-hāng 2-lōng,同安街8巷2弄,Tâng-uann-kue 8-hāng 2-lōng | Tâng-oaⁿ-koe 8-hāng 2-lōng,同安街8巷2弄（Tâng-uann-kue 8-hāng 2-lōng | Tâng-oaⁿ-koe 8-hāng 2-lōng）,TRUE
同安街92巷,同安街92巷,Tâng-uann-kue 92-hāng,Tâng-oaⁿ-koe 92-hāng,同安街92巷,Tâng-uann-kue 92-hāng | Tâng-oaⁿ-koe 92-hāng,同安街92巷（Tâng-uann-kue 92-hāng | Tâng-oaⁿ-koe 92-hāng）,TRUE
名間鄉,,,Bêng-kan-hiong,名間鄉,Bêng-kan-hiong,名間鄉（Bêng-kan-hiong）,FALSE
后山崎,,,Āu-suaⁿ-kiā,后山崎,Āu-suaⁿ-kiā,后山崎（Āu-suaⁿ-kiā）,FALSE
后里區,,,Aū-lí-khu,后里區,Aū-lí-khu,后里區（Aū-lí-khu）,FALSE
圳後,圳後,Tsùn-āu,Chùn-āu,圳後,Tsùn-āu | Chùn-āu,圳後（Tsùn-āu | Chùn-āu）,FALSE
圳墘,圳墘,Tsùn-kînn,Chùn-kîⁿ,圳墘,Tsùn-kînn | Chùn-kîⁿ,圳墘（Tsùn-kînn | Chùn-kîⁿ）,FALSE
多林,多林,To-lîm,To-lîm,多林,To-lîm,多林（To-lîm）,FALSE
宇老 Uraw,宇老,Ú-nóo,Ú-nó͘,宇老,Ú-nóo | Ú-nó͘,宇老（Ú-nóo | Ú-nó͘）,FALSE
安一路,安一路,An-1-lōo,An-1-lō͘,安一路,An-1-lōo | An-1-lō͘,安一路（An-1-lōo | An-1-lō͘）,TRUE
安平區,,,An-pêng-khu,安平區,An-pêng-khu,安平區（An-pêng-khu）,FALSE
安坑,,,Àm-khinn,安坑,Àm-khinn,安坑（Àm-khinn）,FALSE
安和敦化路口,安和敦化路口,An-hô Tun-huà Lōo-kháu,An-hô Tun-hòa Lō͘-kháu,安和敦化路口,An-hô Tun-huà Lōo-kháu | An-hô Tun-hòa Lō͘-kháu,安和敦化路口（An-hô Tun-huà Lōo-kháu | An-hô Tun-hòa Lō͘-kháu）,FALSE
安和路一段,安和路一段,An-hô-lōo 1-tuānn,An-hô-lō͘ 1-tōaⁿ,安和路一段,An-hô-lōo 1-tuānn | An-hô-lō͘ 1-tōaⁿ,安和路一段（An-hô-lōo 1-tuānn | An-hô-lō͘ 1-tōaⁿ）,TRUE
安和路二段,安和路二段,An-hô-lōo 2-tuānn,An-hô-lō͘ 2-tōaⁿ,安和路二段,An-hô-lōo 2-tuānn | An-hô-lō͘ 2-tōaⁿ,安和路二段（An-hô-lōo 2-tuānn | An-hô-lō͘ 2-tōaⁿ）,TRUE
安和路三段,,An-hô-lōo-3-tuānn,An-hô-lō͘-3-tōaⁿ,安和路三段,An-hô-lōo-3-tuānn | An-hô-lō͘-3-tōaⁿ,安和路三段（An-hô-lōo-3-tuānn | An-hô-lō͘-3-tōaⁿ）,TRUE
安定區,,,An-tēng-khu,安定區,An-tēng-khu,安定區（An-tēng-khu）,FALSE
安南區,,,An-lâm-khu,安南區,An-lâm-khu,安南區（An-lâm-khu）,FALSE
安康路一段,,An-khang-lōo-1-tuānn,An-khang-lō͘-1-tōaⁿ,安康路一段,An-khang-lōo-1-tuānn | An-khang-lō͘-1-tōaⁿ,安康路一段（An-khang-lōo-1-tuānn | An-khang-lō͘-1-tōaⁿ）,TRUE
安康路二段,,An-khang-lōo-2-tuānn,An-khang-lō͘-2-tōaⁿ,安康路二段,An-khang-lōo-2-tuānn | An-khang-lō͘-2-tōaⁿ,安康路二段（An-khang-lōo-2-tuānn | An-khang-lō͘-2-tōaⁿ）,TRUE
安康路三段,,An-khang-lōo-3-tuānn,An-khang-lō͘-3-tōaⁿ,安康路三段,An-khang-lōo-3-tuānn | An-khang-lō͘-3-tōaⁿ,安康路三段（An-khang-lōo-3-tuānn | An-khang-lō͘-3-tōaⁿ）,TRUE
安捷路,,An-tsia̍p-lōo,An-chia̍p-lō͘,安捷路,An-tsia̍p-lōo | An-chia̍p-lō͘,安捷路（An-tsia̍p-lōo | An-chia̍p-lō͘）,FALSE
安順排水線,安順排水線,An-sūn Pâi-tsuí-suànn,An-sūn Pâi-chúi-sòaⁿ,安順排水線,An-sūn Pâi-tsuí-suànn | An-sūn Pâi-chúi-sòaⁿ,安順排水線（An-sūn Pâi-tsuí-suànn | An-sūn Pâi-chúi-sòaⁿ）,FALSE
安溪寮,安溪寮,An-khere-liâu,An-khere-liâu,安溪寮,An-khere-liâu,安溪寮（An-khere-liâu）,FALSE
安樂區,,,An-lo̍k-khu,安樂區,An-lo̍k-khu,安樂區（An-lo̍k-khu）,FALSE
安興路,安興路,An-hing-lōo,An-heng-lō͘,安興路,An-hing-lōo | An-heng-lō͘,安興路（An-hing-lōo | An-heng-lō͘）,FALSE
尖山子,尖山仔,Tsiam-suann-á,Chiam-soaⁿ-á,尖山仔,Tsiam-suann-á | Chiam-soaⁿ-á,尖山仔（Tsiam-suann-á | Chiam-soaⁿ-á）,FALSE
尖山腳,尖山跤,Tsiam-suann-kha,Chiam-soaⁿ-kha,尖山跤,Tsiam-suann-kha | Chiam-soaⁿ-kha,尖山跤（Tsiam-suann-kha | Chiam-soaⁿ-kha）,FALSE
尖石鄉,,,Chiam-chio̍h-hiong,尖石鄉,Chiam-chio̍h-hiong,尖石鄉（Chiam-chio̍h-hiong）,FALSE
成功,成功,Sîng-kong,Sêng-kong,成功,Sîng-kong | Sêng-kong,成功（Sîng-kong | Sêng-kong）,FALSE
成功中學(濟南),,Sîng-kong Tiong-ha̍k(Tsè-lâm),Sêng-kong Tiong-ha̍k(Chè-lâm),成功中學(濟南),Sîng-kong Tiong-ha̍k(Tsè-lâm) | Sêng-kong Tiong-ha̍k(Chè-lâm),成功中學(濟南)（Sîng-kong Tiong-ha̍k(Tsè-lâm) | Sêng-kong Tiong-ha̍k(Chè-lâm)）,TRUE
成功高中,,Sîng-kong-ko-tiong,Sêng-kong-ko-tiong,成功高中,Sîng-kong-ko-tiong | Sêng-kong-ko-tiong,成功高中（Sîng-kong-ko-tiong | Sêng-kong-ko-tiong）,FALSE
成功國小,成功國小,Sîng-kong Kok-sió,Sêng-kong Kok-sió,成功國小,Sîng-kong Kok-sió | Sêng-kong Kok-sió,成功國小（Sîng-kong Kok-sió | Sêng-kong Kok-sió）,FALSE
成功國中,,,Sîng-kong-kok-tiong,成功國中,Sîng-kong-kok-tiong,成功國中（Sîng-kong-kok-tiong）,FALSE
成功路二段,成功路二段,Sîng-kong-lōo 2-tuānn,Sêng-kong-lō͘ 2-tōaⁿ,成功路二段,Sîng-kong-lōo 2-tuānn | Sêng-kong-lō͘ 2-tōaⁿ,成功路二段（Sîng-kong-lōo 2-tuānn | Sêng-kong-lō͘ 2-tōaⁿ）,TRUE
成功路三段,成功路三段,Sîng-kong-lōo 3-tuānn,Sêng-kong-lō͘ 3-tōaⁿ,成功路三段,Sîng-kong-lōo 3-tuānn | Sêng-kong-lō͘ 3-tōaⁿ,成功路三段（Sîng-kong-lōo 3-tuānn | Sêng-kong-lō͘ 3-tōaⁿ）,TRUE
成功路口,成功路口,Sîng-kong Lōo-kháu,Sêng-kong Lō͘-kháu,成功路口,Sîng-kong Lōo-kháu | Sêng-kong Lō͘-kháu,成功路口（Sîng-kong Lōo-kháu | Sêng-kong Lō͘-kháu）,FALSE
成功路五段,成功路五段,Sîng-kong-lōo 5-tuānn,Sêng-kong-lō͘ 5-tōaⁿ,成功路五段,Sîng-kong-lōo 5-tuānn | Sêng-kong-lō͘ 5-tōaⁿ,成功路五段（Sîng-kong-lōo 5-tuānn | Sêng-kong-lō͘ 5-tōaⁿ）,TRUE
成功路四段,成功路四段,Sîng-kong-lōo 4-tuānn,Sêng-kong-lō͘ 4-tōaⁿ,成功路四段,Sîng-kong-lōo 4-tuānn | Sêng-kong-lō͘ 4-tōaⁿ,成功路四段（Sîng-kong-lōo 4-tuānn | Sêng-kong-lō͘ 4-tōaⁿ）,TRUE
成功嶺,,,Sîng-kong-niá,成功嶺,Sîng-kong-niá,成功嶺（Sîng-kong-niá）,FALSE
成功鎮,,,Sêng-kong-tìn,成功鎮,Sêng-kong-tìn,成功鎮（Sêng-kong-tìn）,FALSE
成淵高中,成淵高中,Sîng-ian Ko-tiong,Sêng-ian Ko-tiong,成淵高中,Sîng-ian Ko-tiong | Sêng-ian Ko-tiong,成淵高中（Sîng-ian Ko-tiong | Sêng-ian Ko-tiong）,FALSE
成都路,成都路,Sîng-to-lōo,Sêng-to-lō͘,成都路,Sîng-to-lōo | Sêng-to-lō͘,成都路（Sîng-to-lōo | Sêng-to-lō͘）,FALSE
成福,成福,Sîng-hok,Sêng-hok,成福,Sîng-hok | Sêng-hok,成福（Sîng-hok | Sêng-hok）,FALSE
收費站,收費站,Siu-huì-tsām,Siu-hùi-chām,收費站,Siu-huì-tsām | Siu-hùi-chām,收費站（Siu-huì-tsām | Siu-hùi-chām）,FALSE
旭光高中,旭光高中,Hiok-kng Ko-tiong,Hiok-kng Ko-tiong,旭光高中,Hiok-kng Ko-tiong,旭光高中（Hiok-kng Ko-tiong）,FALSE
旭光國小,旭光國小,Hiok-kong Kok-sió,Hiok-kong kok-sió,旭光國小,Hiok-kong Kok-sió,旭光國小（Hiok-kong Kok-sió）,FALSE
朱厝崙,朱厝崙,Tsu-tshù-lūn,Chu-chhù-lūn,朱厝崙,Tsu-tshù-lūn | Chu-chhù-lūn,朱厝崙（Tsu-tshù-lūn | Chu-chhù-lūn）,FALSE
朴子市,,,Phoh-chú-chhī,朴子市,Phoh-chú-chhī,朴子市（Phoh-chú-chhī）,FALSE
朴子溪,朴子溪,Phoh-tsú-khe,Phoh-chú-khe,朴子溪,Phoh-tsú-khe | Phoh-chú-khe,朴子溪（Phoh-tsú-khe | Phoh-chú-khe）,FALSE
汐止,汐止,Si̍k-tsí,Se̍k-chí,汐止,Si̍k-tsí | Se̍k-chí,汐止（Si̍k-tsí | Se̍k-chí）,FALSE
汐止五股高架道路,汐止五股高架道路,Si̍k-tsí Gōo-kóo Ko-kè Tō-lōo,Se̍k-chí Gō͘-kó͘ Ko-kè Tō-lō͘,汐止五股高架道路,Si̍k-tsí Gōo-kóo Ko-kè Tō-lōo | Se̍k-chí Gō͘-kó͘ Ko-kè Tō-lō͘,汐止五股高架道路（Si̍k-tsí Gōo-kóo Ko-kè Tō-lōo | Se̍k-chí Gō͘-kó͘ Ko-kè Tō-lō͘）,FALSE
汐止區,,,Se̍k-chí-khu,汐止區,Se̍k-chí-khu,汐止區（Se̍k-chí-khu）,FALSE
汐科,汐科,Si̍k-kho,Se̍k-kho,汐科,Si̍k-kho | Se̍k-kho,汐科（Si̍k-kho | Se̍k-kho）,FALSE
江南街,,,Kang-lâm-ke,江南街,Kang-lâm-ke,江南街（Kang-lâm-ke）,FALSE
池上,池上,Tî-siōng,Tî-siōng,池上,Tî-siōng,池上（Tî-siōng）,FALSE
池上鄉,,,Tî-siōng-hiong,池上鄉,Tî-siōng-hiong,池上鄉（Tî-siōng-hiong）,FALSE
灰窯坑,灰窯坑,Hue-iô-khinn,Hoe-iô-khiⁿ,灰窯坑,Hue-iô-khinn | Hoe-iô-khiⁿ,灰窯坑（Hue-iô-khinn | Hoe-iô-khiⁿ）,FALSE
百二番,百二番,Pah-jī-huan,Pah-jī-hoan,百二番,Pah-jī-huan | Pah-jī-hoan,百二番（Pah-jī-huan | Pah-jī-hoan）,FALSE
百福,百福,Pah-hok,Pah-hok,百福,Pah-hok,百福（Pah-hok）,FALSE
百齡橋,,,Pah-lêng-kiô,百齡橋,Pah-lêng-kiô,百齡橋（Pah-lêng-kiô）,FALSE
竹子林,,,Tik-á-nâ,竹子林,Tik-á-nâ,竹子林（Tik-á-nâ）,FALSE
竹子湖,,,Tik-á-ô͘,竹子湖,Tik-á-ô͘,竹子湖（Tik-á-ô͘）,FALSE
