name,description
湖南市民活動中心,民權路165號(前人行道)
林口婦幼公園,文化一路一段146號(旁公園)
俊興三龍街口,俊興街280號(對面)
成泰路4段22巷,成泰路4段22巷29號(對面)
德光莒光路口,德光路12號(前)
斬龍山遺址文化公園,龍山一街/金城路二段(北側公園)
清水社區公園,延吉街395號(對面)
林口新創園,仁愛路496-3號(前)
深坑松柏街,松柏街24號(對面)
中央路一段292巷口,中央路一段274號(對面)
林口國民運動中心,文化二路二段369號(文化二路二段側人行道)
捷運十四張站,溪園路205號(旁捷運機廠前人行道)
台北花園廣場社區,泰林路二段454號(旁)
光華橋(保平路),中山路2段3巷/保平路口
華新街109巷11弄,華新街109巷11弄(機車格)
公23公園,新市五路二段1號(對面)
屏東火車站(站前廣場1站),屏東火車站站前廣場(近光復路與南昌街路口)
新營高中站,民權路與信義街路口
天鵝湖公園站,南74鄉道一側停車場入口
美術園區站,公園路一段與進修街路口
台南二中站,公園北路 台南二中對面
德光公園站,崇德路與崇明七街
永康火車站,台鐵自行車停車處
平實公園站,平實公園(北側)人行道
歸仁區公所站,中正北路一段東側
崇明路站,崇明E6停車場入口
和平公園站,文化路與文化一街路口
新興國小站,夏林路西側新興國小人行道上
安平遊憩碼頭站,運河路旁
水景公園站,安北路與安平路850巷路口
漁光島站,健康路三段與漁光路人行道上
漁光島站,健康路三段與漁光路人行道
保安宮(廣場),為業者與保安宮租借場地經營
順興公園,南順二街26號旁公園
中壢區殯葬服務中心,培英路289號前人行道
埔心火車站(前站),永美路210號旁廣場
天翔社區,華美三路353號前人行道
玖都機構,公園路一段文發路口(土地公廟前)
合遠新天地,華亞三路50號旁綠帶
竹風青庭,領航北路一段296號前方人行道
仁愛兒童公園,宏昌九街17號對面公園
遠雄自貿港區加值園區,航翔路5號前方廣場
下埔子溪綠地(天祥七街),天祥七街72號旁公園
文化二華亞二路口,文化二路200號前人行道
高鐵北青昇二街口,高鐵北路二段96號旁公園
廣明停車場,廣明路78號旁停車場
忠孝黃昏市場,吉利七街65號旁綠地
桃園市立田徑場,萬壽路二段1379號對面人行道
高城公園,高城六街48巷9號旁公園
桃園建國國小,昆明路120號對面人行道
中信公園,德華街92號對面路側
廣豐新天地,大智路17號對面廣場
埔心停車場,金龍三路95號前停車場
老街溪環河步道(環北路),環北路92號旁公園
高鐵桃園站(3號出口),高鐵北路一段6號前人行道
台茂購物中心,南崁路一段112號前方人行道
平鎮棒球場,德育路240號旁人行道
福州橋,福州二街513號對面步道
深坑雲鄉路,雲鄉路1號(旁橋下汽車停車格)
輕軌沙崙站,觀海路/淡海路口(北側)
瓊林公園,中環路一段16號(對面陸橋下)
凌雲路一段158巷口,凌雲路一段158巷22號(對面)
輕軌漁人碼頭站,中正路二段/中正路二段51巷口(輕軌站旁)
中山八德街口,中山路二段10號對面人行道
中華城林路口,中華路二段175號(前)
深澳漁港,深澳路16-7號前方廣場
民生路156巷,民生路156巷80號(旁)
疏洪東竹圍仔街口,疏洪東路/竹圍仔街口(東北側人行道)
八里行政中心,十三行路(靠中山路二段路口西南側人行道)
宏匯廣場,中央路558號(旁)
三峽國中,復興路238號(前人行道)
林建生紀念圖書館,三民路178號(前)
淺水灣,北勢子42之11號(對面停車場內)
文化路二段182巷1弄,文化路二段182巷3弄95號(對面)
白沙灣,頭圍段八甲小段236號(停車場內)
野柳地質公園,港東路161號(對面)
捷運新埔民生站,民生路三段70號對面停車場內
綠湖公園,中興路三段6號(旁)
新店行政園區,北新路一段88巷1號(對面)
新店高中(中央路),中央路97號(對面)
嘉義女中(文化公園),垂楊路243號北側
崇文公園,永安街16號
文化中心,忠孝路275號
文化公園停車場,垂楊路434號
中央廣場(北榮街口),北榮街97號北側
檜意森活村,忠孝路284號(旁)
民族停車場,垂楊路223號北側
臺灣銀行嘉義分行,中山路306號
中央噴水站,中山路285號北側
行政執行署,中山路98號(前)
嘉義市政府,中山路199號(對面)
臺大鄭江樓北側,臺大新聞研究所南側
臺大天文數學館南側,臺大天文數學館西南側
臺大教研館北側,臺大雅頌廣場東南側
臺大第二行政大樓南側,臺大行政大樓西側
臺大女九舍西南側,臺大女九舍西南側
臺大獸醫館南側,臺大獸醫系館南側
臺大黑森林西側,臺大霖澤館南側
臺大社科院西側,臺大社科院西側
臺大二號館,臺大物理文物廳北側
臺大共同教室北側,臺大共同教學館東北側
臺大卓越研究大樓,臺大水源舍區C南側
臺大鹿鳴堂東側,臺大鹿鳴廣場人行道側
臺大五號館西側,臺大生物系館西側
臺大土木系館,臺大土木工程學系所南側
臺大水源修齊會館,思源街16號之1旁
臺大新生教室南側,臺大新生教學館南側
臺大思亮館東南側,臺大思亮館東南側
臺大農業陳列館北側,農業陳列館北側
臺大樂學館東側,臺大文學院西側
臺大四號館東北側,臺大園藝暨景觀學系北側
臺大農化新館西側,臺大生化科技學系西側
臺大一號館,臺大植物魚類標本館一號館北側
臺大計資中心南側,臺大計算機網路資訊中心南側
臺大共同教室東南側,臺大共同教學館東南側
臺大舊體育館西側,臺大田徑場東側
臺大森林館北側,臺大森林系學系北側
臺大男八舍東側,臺大男八舍東側
臺大管理學院二館北側,管理學院二號館北側
臺大心理系館南側,臺大心理學系南側
臺大禮賢樓東南側,臺大仰萃樓東南側
臺大椰林小舖,臺大椰林小舖旁
臺大社會系館南側,臺大社會及社工館南側
臺大大一女舍北側,臺大女一舍北側
臺大水源舍區B棟,汀洲路三段60巷2弄路側(B舍北側)
臺大小小福西南側,臺大進修教育大樓
臺大校史館南側,臺大校史館南側
臺大原分所北側,臺大原子與分子科學研究所東北側
臺大水源舍區A棟,汀洲路三段60巷2弄路側(A舍北側)
臺大圖資系館北側,臺大圖書資訊館北側
臺大第一活動中心西南側,第一學生活動中心東南側
臺大生命科學館西北側,臺大動物博物館西側
臺大工綜館南側,臺大工學院東南側
臺大檔案展示館,臺大檔案展示館東北側
臺大電機二館東南側,臺大電機二館南側
臺大博雅館西側,臺大博雅館西側
臺大明達館機車停車場,臺大明達館西側
臺大新體育館東南側,臺大體育館東側
臺大總圖書館西南側,臺大圖書館西南側
臺大公館停車場西北側,臺大公館停車場西北側
臺大小福樓東側,臺大小福樓東側
臺大凝態館南側,臺大物理系館南側
臺大立體機車停車場,基隆路三段/基隆路三段156巷口北側
臺大博理館西側,臺大博理館西側
辛亥泰順街口,辛亥泰順街口東南側
捷運公館站(2號出口),捷運公館站(2號出口)外側
新生南路三段66號前,新生南路三段66號東側
和平復興路口西北側,復興南路二段236號
捷運公館站(4號出口),羅斯福路四段48號
捷運公館站(1號出口),羅斯福路四段68號
汀州思源街口東南側,汀州路三段思源街口東南側
臺北自來水事業處,思源街1號東側
大安區健康服務中心,辛亥路三段15號
和平實小東北側,敦南街73號
國北教大側門南側,敦南街51號
基隆長興路口東側,基隆長興路口東側
辛亥新生路口東南側,辛亥新生路口東南側
臺大綜合體育館停車場前,臺大綜合體育館北側
臺大法人語言訓練中心前,臺大法人語言訓練中心北側
臺大社科院圖書館前,辛亥路與復興南路口西南側
臺大國青大樓宿舍前,辛亥路三段30號西北側
臺大萬才館前,臺大萬才館北側
臺大土木研究大樓前,辛亥路三段188號
臺大動物醫院前,基隆路三段155巷/基隆路四段口
臺大男六舍前,大安區長興街31號
臺大男一舍前,長興街50號西北側
臺大男七舍前,長興街/長興街80巷口西側
臺大永齡生醫工程館,芳蘭路51號西北側
臺大環研大樓,芳蘭路/基隆路三段155巷口
臺大醫學院附設癌醫中心,基隆路三段155巷57號西側
臺灣科技大學後門,基隆路四段41巷68弄臺科帆船大樓旁
公館公園,羅斯福路四段113巷基隆路四段41巷口
臺灣科技大學側門,基隆路四段73巷與基隆路口
臺灣科技大學正門,基隆路四段43號(臺灣科技大學正門旁小側門靠田徑場)
第二學生活動中心,羅斯福路四段107號(西南側)
銘傳國小側門,羅斯福路四段21號旁天橋下
溫州停車場,新生南路三段54巷/溫州街口
和平臥龍街口,臥龍街1號
溫州公園,羅斯福路三段283巷11號
羅斯福路三段269巷5號前,羅斯福路三段269巷5號
大安運動中心停車場,敦南街76巷28號
羅斯福路三段245號前,羅斯福路三段245號
羅斯福路三段311號前,羅斯福路三段311號
辛亥路一段30號前,辛亥路一段30號
羅斯福路三段333巷9號旁,羅斯福路三段333巷9號
新生南路三段82號前,新生南路三段82號
新生南路三段52號前,新生南路三段52號
復興南路二段340巷口,復興南路二段342號
復興南路二段280號前,復興南路二段280號
辛亥復興路口西北側,復興南路二段368號
和平公園東側,和平東路二段118巷33號
國北教大實小東側門,和平東路二段96巷7號
復興南路二段273號前,復興南路二段273號西側
捷運科技大樓站,復興南路二段235號前
新生路停車場(民族站),民族路25號東側
嘉義市轉運中心,中興路1號
玉山郵局(友忠路),中興路672號東南側
港坪運動公園(大同路),大同路491號北側
北香湖公園(友愛路口),文化路551號東側
華南高商,光彩街122號(對面)
嘉義市體育館(彌陀路),彌陀路381號東北側
嘉義高工,彌陀路174號西南側
大同技術學院,彌陀路253號西側
新光三越遠東站,垂楊路704號
嘉義市體育場(2號出入口),體育路29號東側
嘉北火車站(前站出口),保健街110號
兒童福利服務中心,興業東路322號北側
嘉義家職,體育路7號南側
228國家紀念公園(自強街),自強大富路口西側
金山玉山路口,金山路102號
嘉樂福觀光夜市,博愛路二段461號
世賢八德站(自由路),自由路492號
友愛興通路口(德安停車場),友愛興通路口
嘉義醫院(中興路),北港路312號東側
嘉義市議會,北港路278號
嘉義舊市府(西榮街口),垂楊路351號
嘉義市立美術館(蘭井街),廣寧街101號
新光三越遠東站(永和街口),垂楊路575號
嘉義火車站,中山路528號
彰化銀行嘉義分行,中山路386號
嘉義高中(大雅路),大雅路二段738號(前)
嘉義高中(志航街),啟明路122號(前)
嘉義高商(公園派出所),中山路2號(前)
輕軌凱旋公園站,中正一路/河南路(西南側)
合群新城(建業緯六路口),緯六路268號(北側)
芎蕉公園,芎蕉路105號(對側人行道)
育成琅環二街口,育成三街/琅環二街口(西北側)
綠川河川街口,河川街58號(對側)
世運大道,世運大道3號(東北側人行道)
合群新城義區(海景街),海景街310號前
武林輜汽路口,武林路/輜汽路口東南側
新光國小(華夏路側),華夏路800號(前人行道)
仁忠仁忠路111巷口,仁忠路/仁忠路111巷口(東北側)
楠梓游泳池,旗楠路160號(前人行道
新建南新開發路口,新開發路1號(東北側)
中洲渡輪船站,中洲二路中洲巷77號南側
旗津貝殼館,旗津三路990號(東南側停車場)
明華國中(南屏路),南屏路575號(南側人行道)
正德兒童遊戲場,正德路96巷6號(對側人行道)
雄峰公園(鼓山三路),鼓山三路250號(北側人行道)
中都聯合里民中心,同盟三路/九如三路(東南側)
九曲堂火車站(後站),九曲路/九曲路357巷西南方
高雄市立圖書館大樹二館,久堂路97之1號前
楠梓路1巷楠梓路口,楠梓路3號(西南側)
莿蔥腳濕地公園,高松路/松正路口(西北側)
中光街22巷口停車場,中光街/中光街22巷口(西北側)
